file_id,light_id,n_charge_hits,charge_x,charge_y,charge_z,charge_E,charge_Q,fprompt,integral,integral_total,tpc,det,n_valid_sumhits,period,window
0,161,2,-54.99086585579536,-2.2170000076293936,-36.60379981994629,0.25382721000329067,7.541889507642216,,,0.0,-1,-1,0,109,prompt
0,169,1,-9.279200161302224,40.93136215209961,9.251562118530272,0.1870056544661223,5.556441262816263,,,0.0,-1,-1,0,109,prompt
0,459,1,-40.44718374336981,47.52693939208984,19.726886749267575,0.0868606401609755,2.580863378077765,,,0.0,-1,-1,0,109,prompt
0,481,5,-6.225258519428902,-34.9787181854248,8.743417549133301,0.9488833276277333,28.193877293610313,,,0.0,-1,-1,0,109,prompt
0,545,1,-40.38332564408364,29.68008804321289,8.863587379455566,0.2835946461424373,8.426360145302885,,,0.0,-1,-1,0,109,prompt
0,547,2,26.643236469938046,-46.11359977722168,60.769100189208984,0.5406660713180443,16.064644016529325,,,0.0,-1,-1,0,109,prompt
0,627,3,-18.191929403478415,14.70609982808431,-31.209099769592285,0.897495284257911,26.667000229862488,,,0.0,-1,-1,0,109,prompt
0,755,1,-30.01711790448641,21.92058753967285,4.983837604522705,0.2501815262235473,7.433566431301143,,,0.0,-1,-1,0,109,prompt
0,833,3,-20.576762226680728,25.5693998336792,2.169342041015625,0.447352450106546,13.292045205212068,,,0.0,-1,-1,0,109,prompt
0,841,5,29.654118737923646,-8.025539398193361,-3.710580348968506,2.084026659083406,61.922040562885414,,,0.0,-1,-1,0,109,prompt
0,1023,1,-33.71015426867872,49.07883834838867,46.109188079833984,0.3757802174881364,11.165441559305416,,,0.0,-1,-1,0,109,prompt
0,1149,7,-37.56523272759261,30.93110888344901,-12.546651499611992,1.9701431101919131,58.53825384251499,,,0.0,-1,-1,0,109,prompt
0,1161,4,-15.592571890833497,20.08463406562805,1.7506093978881836,0.6924525355496317,20.574628355779158,,,0.0,-1,-1,0,109,prompt
0,1213,2,56.068471281249515,16.40579891204834,-3.32550048828125,0.41700163814594604,12.390240901918093,,,0.0,-1,-1,0,109,prompt
0,1227,6,30.782099493662898,-45.53625615437826,16.877119143803913,2.4557975975773676,72.96835565352347,,,0.0,-1,-1,0,109,prompt
0,1299,3,10.06956406744831,-0.47111256917317706,13.540704091389975,0.5928277470064053,17.614507778456133,,,0.0,-1,-1,0,109,prompt
0,1313,9,-9.124956373013784,-6.139858643213908,28.85759703318278,2.9407367492517125,87.37720291544723,,,0.0,-1,-1,0,109,prompt
0,1357,4,-30.06893482676297,-22.34320306777954,-36.709927797317505,1.1947453077704167,35.499098386109424,,,0.0,-1,-1,0,109,prompt
0,1415,5,26.07277982076738,6.606660270690918,25.908539581298832,2.3337406079826764,69.34171401354067,,,0.0,-1,-1,0,109,prompt
0,1437,6,-25.1213302925466,-2.2631876468658443,43.716674168904625,2.2984175990302345,68.29217235646884,,,0.0,-1,-1,0,109,prompt
0,1509,2,25.56980206690886,28.15590000152588,-41.48119926452637,0.4121172220459311,12.24511175467189,,,0.0,-1,-1,0,109,prompt
0,1577,4,7.768646945673515,31.259698897600174,-7.747849702835083,1.777858450832798,52.82495913749787,,,0.0,-1,-1,0,109,prompt
0,1599,1,-48.684878551285934,-15.297300338745115,-35.05189895629883,0.0507916004166072,1.5091551384636828,,,0.0,-1,-1,0,109,prompt
0,1601,8,-6.669479162894001,-20.150451183319092,36.801252007484436,1.9437932252665142,57.75532784871051,,,0.0,-1,-1,0,109,prompt
0,1613,4,-31.48846975327631,40.86208152770996,-2.604975700378418,1.5048616929849299,44.713490774407546,,,0.0,-1,-1,0,109,prompt
0,1623,1,-21.33241640156709,-0.581962525844574,56.196537017822266,0.091752344703972,2.726209084579576,,,0.0,-1,-1,0,109,prompt
0,1629,2,-47.04851475707779,8.660155296325684,-8.050481081008911,0.3088147774145623,9.175718117681548,,,0.0,-1,-1,0,109,prompt
0,1635,4,22.391373953598283,-20.950650215148926,23.401000022888184,1.784325397609641,53.017109530050824,,,0.0,-1,-1,0,109,prompt
0,1675,7,-22.014696625699617,54.55403545924595,22.24080719266619,3.54301901987515,105.2726300345293,0.4479822516441345,73.08012390136719,73.08012390136719,5,14,1,109,prompt
0,1693,5,-12.502031409348412,24.52002019882202,-0.5460597991943359,1.8471627045731323,54.884175027364144,,,0.0,-1,-1,0,109,prompt
0,1771,1,61.55228555744949,-38.79750061035156,-17.759300231933594,0.4276101733689042,12.70544903302604,,,0.0,-1,-1,0,109,prompt
